zone,set,beta,k,M
zone412,10,2,0.73800883249816807,836376612.20326161
zone412,10,5,0.56761301828769117,468167187.90694922
zone412,10,12,0.41250036441105015,284450527.40335017
zone412,10,30,0.2918359956692218,234591042.48709461
zone412,10,60,0.2314279206579721,246557379.09800023
zone412,10,120,0.19259589397630197,290123047.72016382
zone412,10,250,0.16840881046794967,387961986.45846677
zone421,10,1.05,0.89626498951124822,80598860.570300773
zone421,10,2,0.81997591922691149,78450076.454268709
zone421,10,5,0.64949113907196021,83455425.980122849
zone421,10,12,0.45056514406683779,116853078.32913651
zone421,10,30,0.29734270496222481,213210039.47741085
zone421,10,60,0.27651558750206967,356734426.09393764
zone421,10,120,0.41382083656736079,511671592.41206634
zone421,10,250,0.35627473696616807,1083199619.5627532
zone422,10,1.05,0.90249946972286788,237678659.41703996
zone422,10,2,0.83048782006643884,231339155.27618328
zone422,10,5,0.66807572245503133,221941663.65514114
zone422,10,12,0.47279633448336877,220044752.59794334
zone422,10,30,0.30207808104426576,228865478.19250417
zone422,10,60,0.23253629681482327,246109862.31007794
zone422,10,120,0.23220078691607843,277213672.42139959
zone422,10,250,0.27808482965348952,355541075.65096503
zone4222,10,1.05,0.89941829489661118,225504361.05058825
zone4222,10,2,0.82508178988613068,218674862.01194096
zone4222,10,5,0.65718319500566758,208265287.95453745
zone4222,10,12,0.4543568713007366,205144902.49046826
zone4222,10,30,0.27387219538114277,212348722.45138621
zone4222,10,60,0.19467704947219713,228508069.31280366
zone4222,10,120,0.17916081143270779,263749090.06549326
zone4222,10,250,0.20821748018294184,369628873.71909893
zone111,11,1.05,0.51993030571989418,10666231.265995229
zone111,11,2,0.5212398130908128,20463159.494432949
zone111,11,5,0.52210427899068013,51399727.493265793
zone111,11,12,0.5224396151840347,123584487.18945192
zone111,11,30,0.52258318624891731,309202198.9607228
zone111,11,60,0.52263102403235739,618564987.52184355
zone111,11,120,0.52265493931855111,1237290540.5083678
zone111,11,250,0.52266737431761634,2577862558.7336874
zone211,11,1.05,0.51968758495717704,10595427.820667339
zone211,11,2,0.49130006137737586,16601835.351632111
zone211,11,5,0.42396018153647941,26800850.094981659
zone211,11,12,0.36679149978823167,44700373.684055172
zone211,11,30,0.32715531175305812,86976814.670879051
zone211,11,60,0.30989875211867962,156077292.47899032
zone211,11,120,0.30013249284936749,293659908.27763766
zone211,11,250,0.29468840523521528,591381669.40799081
zone212,11,1.05,0.73715859895332891,35341662.18428456
zone212,11,2,0.65335591465776333,41872945.566673145
zone212,11,5,0.5282623484200204,52211491.560661688
zone212,11,12,0.41919604692036755,65305884.182909198
zone212,11,30,0.33097786531472773,88949697.791861787
zone212,11,60,0.28525631982932276,123411705.6619775
zone212,11,120,0.255714441595424,189343150.48160538
zone212,11,250,0.23751118538327978,329933575.49714434
zone221,11,1.05,0.92461369373709645,-192009866.63375431
zone221,11,2,0.86617698077941696,-160676840.21552688
zone221,11,5,0.72507757407518103,-91014694.628421456
zone221,11,12,0.53733557902166151,-8117960.4683292089
zone221,11,30,0.36342321316703979,77928229.849177361
zone221,11,60,0.31018500929174664,156008526.53346503
zone221,11,120,0.36312759755223323,275887857.37643874
zone221,11,250,0.577372107072882,464169566.4677788
zone222,11,1.05,0.92744009517002879,-135339351.67396045
zone222,11,2,0.87105289868450908,-107783832.20045048
zone222,11,5,0.73417091766657339,-47376802.896216959
zone222,11,12,0.54894866062436931,21103137.515949864
zone222,11,30,0.36575724959164269,81629397.556611732
zone222,11,60,0.28580352535515208,125068974.51037511
zone222,11,120,0.28112538089085348,189543359.83919615
zone222,11,250,0.38605809811576097,322890862.67142451
zone311,11,1.05,0.56928911128091431,19720774.653965872
zone311,11,2,0.50475311078341256,19388596.265812863
zone311,11,5,0.42424516682009006,26874704.062577471
zone311,11,12,0.36895099430407718,45533501.343847163
zone311,11,30,0.33478032713428019,92421681.295026466
zone311,11,60,0.32089880866032716,169939329.44371316
zone311,11,120,0.31331623254781682,324656905.12460697
zone311,11,250,0.30917726323112066,659681254.71534622
zone312,11,1.05,0.74663570149968983,39609553.302927054
zone312,11,2,0.65763279700720201,43621201.275677785
zone312,11,5,0.52840827619649333,52391801.975588627
zone312,11,12,0.42076893683632527,66382038.157522544
zone312,11,30,0.33855562509491699,95296858.902039513
zone312,11,60,0.29840780292686286,139959273.43985173
zone312,11,120,0.27369186251205163,227286415.6641219
zone312,11,250,0.2590520420528119,415112386.82162631
zone321,11,1.05,0.92467827783739154,-190366939.40703177
zone321,11,2,0.86624764131706589,-159718392.14611009
zone321,11,5,0.72508635272697575,-90964272.359270409
zone321,11,12,0.53763002161788864,-7301418.1626264798
zone321,11,30,0.36721098920722023,83799721.852271169
zone321,11,60,0.32212158633019666,169604130.73604387
zone321,11,120,0.38873894784649471,298432954.15970081
zone321,11,250,0.61276139930009621,481950225.11679262
zone322,11,1.05,0.92750245905271211,-133813578.11247189
zone322,11,2,0.87112122110315637,-106891578.42589597
zone322,11,5,0.73417944182394623,-47329499.946163803
zone322,11,12,0.54923744220683679,21883380.997352764
zone322,11,30,0.36957244366776243,87522849.982877165
zone322,11,60,0.2984115970654887,139958469.46130702
zone322,11,120,0.31130037922735843,219649465.18191594
zone322,11,250,0.44467955605399928,372361266.78577024
zone411,11,1.05,0.85058840328483243,452372196.83108962
zone411,11,2,0.75314588820794592,345219349.2450465
zone411,11,5,0.57042309273748382,181749872.65967342
zone411,11,12,0.41621005063795141,91146943.410991654
zone411,11,30,0.33937998853818807,97821390.916177601
zone411,11,60,0.32089881176285473,169939334.72768342
zone411,11,120,0.31470790500530743,328604356.35385132
zone411,11,250,0.31247383197309403,677261067.51858068
zone412,11,1.05,0.87182596227829945,371467163.4099353
zone412,11,2,0.78651788055011485,296097990.74646682
zone412,11,5,0.61913652527466556,178356187.32251349
zone412,11,12,0.45665881358478511,107150189.45092461
zone412,11,30,0.34312692284107871,100714622.79133204
zone412,11,60,0.29840780660292271,139959279.06604102
zone412,11,120,0.27554704734030561,231629864.86080858
zone412,11,250,0.26377322328344305,434796602.4106552
zone421,11,1.05,0.9280412426959832,-31583899.847297687
zone421,11,2,0.8716701432856131,-23843671.562397629
zone421,11,5,0.73346171470806032,-3924570.1815749919
zone421,11,12,0.54536101806843351,29229304.489872158
zone421,11,30,0.36958696398845464,89300904.13889344
zone421,11,60,0.32212158978832461,169604135.90588263
zone421,11,120,0.39147911680850028,301238611.73271185
zone421,11,250,0.62052739269267898,485925742.14780694
zone422,11,1.05,0.93074981627765274,13444531.644324379
zone422,11,2,0.87636429796650983,19414808.301893547
zone422,11,5,0.74231200512223616,34184362.296901263
zone422,11,12,0.55681980551402099,56707441.365876086
zone422,11,30,0.37196561972950115,93023726.699463621
zone422,11,60,0.29841160071817946,139958475.09239605
zone422,11,120,0.31452909372160998,223366849.01322201
zone422,11,250,0.45757248721395433,383500569.02224743
zone4222,11,1.05,0.93039848998053476,12372858.838300474
zone4222,11,2,0.87573204412733208,18385730.265705202
zone4222,11,5,0.74096302519025614,33256435.276219282
zone4222,11,12,0.55439334081467506,55922551.097722836
zone4222,11,30,0.36832294294021733,92469737.388631746
zone4222,11,60,0.29472515708191271,139742583.66544682
zone4222,11,120,0.31557571333286855,223299921.58632436
zone4222,11,250,0.50592093156196694,367963402.62042159
zone111,12,1.05,0.48186103524111562,53721224.931562409
zone111,12,2,0.48186103524111507,102326142.72678547
zone111,12,5,0.48873543814515713,266656507.22692162
zone111,12,12,0.49173298704667262,651331842.91698873
zone111,12,30,0.49300639596955242,1640395354.5919497
zone111,12,60,0.49342938007588127,3288807694.3375511
zone111,12,120,0.49364059473817185,6585622345.4424229
zone111,12,250,0.49375035339695722,13728715260.038036
zone211,12,1.05,0.4816188844257302,52386987.68106772
zone211,12,2,0.45193117446926373,80206169.48649466
zone211,12,5,0.39669668175306899,136760779.10709232
zone211,12,12,0.35304980609556191,241106658.74439552
zone211,12,30,0.3252209507705433,491403283.05466044
zone211,12,60,0.31388990955462653,902333442.83614874
zone211,12,120,0.30771395785551792,1721480661.0779266
zone211,12,250,0.30434955555026882,3494702133.3370705
zone212,12,1.05,0.72834448431009957,197691605.63158956
zone212,12,2,0.63941848983644889,229836031.39068612
zone212,12,5,0.51607958061536297,294868568.03165227
zone212,12,12,0.41632471644929575,385687067.33525419
zone212,12,30,0.34325932207115778,562322451.5435822
zone212,12,60,0.30923792239836956,829732247.47585607
zone212,12,120,0.28905941741431096,1349217211.1422505
zone212,12,250,0.27744162428601293,2463962296.1117067
zone221,12,1.05,0.854363234610371,-469900185.36030436
zone221,12,2,0.75714671813431234,-325119946.36740631
zone221,12,5,0.56856290807494825,-50622865.150263585
zone221,12,12,0.39715411726296546,202702017.11219138
zone221,12,30,0.32865660012189146,488813070.53950673
zone221,12,60,0.39435536170007551,839977600.38859737
zone221,12,120,0.58290777021749751,1461455181.9464703
zone221,12,250,0.88344347443707627,2017991708.0196567
zone222,12,1.05,0.86524827224154366,-166022474.69747889
zone222,12,2,0.77495128659933465,-47286554.414154775
zone222,12,5,0.59841252703143222,177276457.79692107
zone222,12,12,0.43302486697660053,372826231.21509796
zone222,12,30,0.35138366044005948,570599155.9091475
zone222,12,60,0.38721136974568005,817274022.84196031
zone222,12,120,0.53311456214894282,1335461433.6203861
zone222,12,250,0.77989465990063611,2763368302.8274379
zone311,12,1.05,0.389894508564748,136901527.82113019
zone311,12,2,0.39214506482925421,22125020.749081902
zone311,12,5,0.39619936463462352,136045739.39116758
zone311,12,12,0.34480098348149985,222207267.98155022
zone311,12,30,0.29845965270404917,375263534.03718543
zone311,12,60,0.27544783724058225,607098518.76645553
zone311,12,120,0.26147021107447727,1059536133.7591488
zone311,12,250,0.25332413138174847,2032572490.2906373
zone312,12,1.05,0.68841719290662162,105119166.98768203
zone312,12,2,0.62547565744876454,199541275.17434821
zone312,12,5,0.5158459339742939,295571550.21446705
zone312,12,12,0.41075830125168039,373447208.01025814
zone312,12,30,0.31927142084911458,463259222.69436115
zone312,12,60,0.26858751554419996,558320415.3331933
zone312,12,120,0.23394506983433266,712357257.11150038
zone312,12,250,0.21150084375418113,1016138035.6194967
zone321,12,1.05,0.85300808856492516,-525439698.23107535
zone321,12,2,0.75588874253654581,-353047461.03221428
zone321,12,5,0.56849662294854486,-51285027.780140325
zone321,12,12,0.39351677393405582,182637113.42442927
zone321,12,30,0.2986866719177898,375152500.71380985
zone321,12,60,0.3212503602795766,597515069.56982517
zone321,12,120,0.45954738583160787,1096454942.7787018
zone321,12,250,0.82304474012594209,2439706188.0052171
zone322,12,1.05,0.86398981187705148,-213677915.1583713
zone322,12,2,0.77378067127881622,-71331866.237687126
zone322,12,5,0.5983504671519051,176700355.38311663
zone322,12,12,0.42956994003687088,354916458.44466388
zone322,12,30,0.32179822730392399,462004730.36746055
zone322,12,60,0.30981946288946682,557215283.8665688
zone322,12,120,0.37784046200698895,817421845.32649577
zone322,12,250,0.66583769146478167,2172812845.6868124
zone411,12,1.05,0.82367757274402198,1527918068.7090433
zone411,12,2,0.71337800707188326,1128567603.5097983
zone411,12,5,0.519641332402071,572217369.0940522
zone411,12,12,0.36871237870458318,309243828.38741386
zone411,12,30,0.2985393153871469,375665801.32653755
zone411,12,60,0.28238704244778634,662332122.68250334
zone411,12,120,0.2771036078003617,1278739798.5012298
zone411,12,250,0.27523645557889587,2630481327.1740813
zone412,12,1.05,0.85298192290703667,1284415140.0842476
zone412,12,2,0.75900064225555641,1017105061.2846328
zone412,12,5,0.58541851466143946,641243904.49786663
zone412,12,12,0.42716872771227737,448984046.96642834
zone412,12,30,0.31934206853805663,463648325.29146266
zone412,12,60,0.2759883053084054,615363345.725492
zone412,12,120,0.25308786487230717,949422687.65826571
zone412,12,250,0.24095188698721987,1682969494.9193807
zone421,12,1.05,0.87116181232093293,633300195.36741352
zone421,12,2,0.78096735468093026,517358573.83819479
zone421,12,5,0.59443908817861446,347874020.30197209
zone421,12,12,0.40459383770395041,270366641.22926944
zone421,12,30,0.29877026656491468,375552626.32076526
zone421,12,60,0.33393154093801841,645972507.72523594
zone421,12,120,0.50215175025984271,1236736324.3213067
zone421,12,250,0.8520719983513434,2334691698.6381726
zone422,12,1.05,0.88084838762332196,779007287.53451324
zone422,12,2,0.79711779647615233,676831829.57136083
zone422,12,5,0.62263939038406202,523272149.65807527
zone422,12,12,0.44009150828697807,432994514.79371727
zone422,12,30,0.32188074556657487,462385613.71980113
zone422,12,60,0.32323799799478581,609056654.07234848
zone422,12,120,0.43110375004575574,1014709204.7973365
zone422,12,250,0.72065276520687671,2530570965.515583
zone4222,12,1.05,0.87657804757539404,800374690.00431478
zone4222,12,2,0.78981591454255407,690792854.30972183
zone4222,12,5,0.60883009234002128,524421258.29564095
zone4222,12,12,0.4189079682559152,424172887.00978982
zone4222,12,30,0.29501125890417873,448578622.70480043
zone4222,12,60,0.29858735261525016,595856108.505458
zone4222,12,120,0.45108528261532821,1025426486.5157664
zone4222,12,250,0.62686963644585414,2691745682.3914776
